Airline,FlightNumber,Departure,Arrival,DepartureTime,ArrivalTime,Delay
ANA,700,Berlin,Doha,Evening,Evening,Delayed
British Airways,2704,Tokyo,Sydney,Morning,Afternoon,Cancelled
Etihad Airways,831,Dubai,Dubai,Night,Evening,Delayed
South Korea Air,6484,London,New York,Night,Night,Cancelled
Kuwait Airways,7303,London,Dubai,Morning,Evening,Cancelled
American Airlines,186,New York,Doha,Evening,Morning,Delayed
Qatar Airways,7888,Sydney,Rome,Evening,Night,Cancelled
Swiss International Air Lines,6274,Dubai,Doha,Evening,Evening,Cancelled
Air Algerie,3251,Madrid,Rome,Evening,Morning,Delayed
ITA Airways,1788,Doha,Dubai,Morning,Evening,On Time
Air Algerie,2109,London,Dubai,Evening,Night,On Time
American Airlines,6248,Sydney,Berlin,Morning,Afternoon,On Time
Etihad Airways,4179,Tokyo,Tokyo,Night,Afternoon,Cancelled
Etihad Airways,8313,Berlin,Rome,Afternoon,Night,Delayed
Saudi Arabian Airlines,2489,Doha,Rome,Night,Afternoon,Cancelled
American Airlines,8645,New York,New York,Afternoon,Evening,On Time
ITA Airways,2131,Madrid,Berlin,Night,Afternoon,Delayed
ITA Airways,8087,New York,Paris,Evening,Morning,Delayed
Turkish Airlines,4058,Rome,Berlin,Morning,Afternoon,Delayed
ANA,5736,Berlin,London,Evening,Night,Cancelled
South Korea Air,9597,New York,London,Night,Night,Delayed
Qatar Airways,7509,Rome,Rome,Evening,Afternoon,Cancelled
Swiss International Air Lines,531,Dubai,Doha,Morning,Night,Cancelled
Qatar Airways,2611,Tokyo,Sydney,Night,Night,Delayed
British Airways,2997,Tokyo,Doha,Night,Morning,Cancelled
Lufthansa,1137,Paris,London,Night,Morning,Cancelled
Swiss International Air Lines,4780,Paris,London,Night,Evening,Cancelled
American Airlines,7842,Rome,Dubai,Afternoon,Afternoon,Cancelled
Swiss International Air Lines,9565,Rome,Paris,Evening,Night,Delayed
ITA Airways,3128,Doha,Dubai,Evening,Afternoon,Cancelled
Japan Airlines,7228,London,Rome,Afternoon,Night,Delayed
American Airlines,5837,New York,Doha,Evening,Afternoon,On Time
Swiss International Air Lines,562,Tokyo,Sydney,Night,Morning,On Time
Turkish Airlines,6712,Paris,Dubai,Evening,Afternoon,Delayed
Kuwait Airways,2585,Madrid,Dubai,Morning,Afternoon,On Time
Saudi Arabian Airlines,6949,Tokyo,Madrid,Evening,Evening,Delayed
Saudi Arabian Airlines,119,Dubai,Tokyo,Night,Morning,On Time
Etihad Airways,2860,London,Rome,Afternoon,Night,Cancelled
Emirates,1015,Berlin,Paris,Night,Morning,Cancelled
Air Algerie,7201,New York,Dubai,Evening,Afternoon,On Time
Delta Airlines,5218,Doha,Dubai,Morning,Evening,Delayed
South Korea Air,3428,London,Madrid,Morning,Night,On Time
Swiss International Air Lines,741,London,London,Afternoon,Morning,Delayed
British Airways,8103,Dubai,Sydney,Night,Morning,Delayed
British Airways,4739,Madrid,Rome,Morning,Morning,Delayed
Lufthansa,4498,Paris,Tokyo,Afternoon,Night,On Time
ITA Airways,3161,Paris,Doha,Morning,Afternoon,Cancelled
ANA,6291,Paris,Rome,Morning,Afternoon,Cancelled
Saudi Arabian Airlines,2980,Berlin,Berlin,Afternoon,Morning,Delayed
Etihad Airways,7215,Madrid,Tokyo,Morning,Evening,Cancelled
Emirates,8384,Tokyo,Rome,Night,Morning,Cancelled
Qatar Airways,9858,Sydney,Rome,Night,Afternoon,On Time
British Airways,4337,Sydney,Sydney,Night,Afternoon,Cancelled
Air Algerie,8030,Rome,Rome,Afternoon,Night,On Time
American Airlines,8190,Dubai,Rome,Afternoon,Afternoon,On Time
Japan Airlines,799,Paris,New York,Afternoon,Morning,Cancelled
ITA Airways,7933,Paris,Rome,Morning,Afternoon,Cancelled
Swiss International Air Lines,8814,New York,Doha,Night,Morning,Delayed
Japan Airlines,7988,Doha,Madrid,Night,Evening,Delayed
British Airways,1114,Berlin,New York,Night,Evening,Cancelled
Air Algerie,6881,Rome,Paris,Evening,Morning,Delayed
Etihad Airways,6419,Doha,Sydney,Night,Morning,On Time
Etihad Airways,2189,Madrid,London,Afternoon,Morning,Cancelled
Turkish Airlines,4768,Tokyo,Sydney,Evening,Evening,On Time
Lufthansa,1717,Sydney,Madrid,Night,Night,Cancelled
ITA Airways,638,London,Paris,Evening,Night,Delayed
Air Algerie,2796,London,Tokyo,Evening,Afternoon,Cancelled
Turkish Airlines,5167,Rome,Tokyo,Morning,Evening,Delayed
Swiss International Air Lines,3307,Sydney,New York,Morning,Evening,Cancelled
Air Algerie,6634,London,Rome,Morning,Afternoon,Delayed
Japan Airlines,7982,Madrid,Paris,Afternoon,Night,Delayed
British Airways,9255,Dubai,Paris,Evening,Evening,Delayed
Emirates,6175,Berlin,Dubai,Evening,Morning,On Time
American Airlines,4909,Tokyo,Tokyo,Morning,Afternoon,Delayed
Turkish Airlines,1566,Paris,Tokyo,Night,Morning,On Time
ANA,1581,Paris,New York,Evening,Evening,Delayed
Air Algerie,1349,New York,London,Night,Afternoon,Delayed
ITA Airways,5926,London,Rome,Evening,Morning,Cancelled
Japan Airlines,2735,Tokyo,Madrid,Afternoon,Morning,Delayed
ANA,3992,London,Rome,Night,Afternoon,On Time
British Airways,3274,Madrid,New York,Evening,Evening,On Time
Swiss International Air Lines,6279,Doha,New York,Night,Night,On Time
ANA,3489,Berlin,Paris,Morning,Evening,On Time
Air Algerie,1856,Dubai,Dubai,Night,Evening,On Time
Kuwait Airways,5208,Berlin,London,Morning,Afternoon,Cancelled
Kuwait Airways,2595,New York,Doha,Morning,Night,Delayed
South Korea Air,7841,Rome,Rome,Afternoon,Morning,Delayed
Swiss International Air Lines,753,Doha,Paris,Night,Morning,Cancelled
Etihad Airways,9911,London,Madrid,Morning,Morning,Delayed
Lufthansa,7022,Madrid,Sydney,Afternoon,Night,Cancelled
Kuwait Airways,6536,London,Sydney,Night,Night,On Time
South Korea Air,888,London,Berlin,Afternoon,Morning,On Time
Air Algerie,3397,Madrid,Sydney,Afternoon,Evening,Delayed
Lufthansa,6711,Madrid,Rome,Morning,Morning,Delayed
Lufthansa,1575,Dubai,Sydney,Night,Night,Delayed
ITA Airways,6556,Paris,London,Morning,Afternoon,Cancelled
Turkish Airlines,7319,Rome,Paris,Morning,Morning,On Time
ANA,9580,New York,Rome,Evening,Evening,Delayed
ANA,810,New York,Dubai,Night,Night,On Time
Kuwait Airways,9808,Tokyo,Tokyo,Afternoon,Morning,Cancelled
Kuwait Airways,6673,Rome,Madrid,Evening,Morning,Delayed
Japan Airlines,8058,Sydney,Madrid,Night,Night,On Time
Etihad Airways,2269,Doha,London,Night,Morning,On Time
ANA,8108,London,New York,Evening,Night,Delayed
ANA,8485,Dubai,Madrid,Evening,Evening,On Time
Turkish Airlines,8367,Madrid,New York,Morning,Morning,Delayed
Saudi Arabian Airlines,1708,Doha,London,Afternoon,Morning,Delayed
British Airways,6824,London,Berlin,Evening,Afternoon,Cancelled
Qatar Airways,2350,Madrid,Sydney,Evening,Evening,Cancelled
South Korea Air,9762,New York,Tokyo,Night,Morning,Delayed
British Airways,2253,Rome,Berlin,Morning,Evening,Delayed
Lufthansa,3242,Madrid,Paris,Evening,Afternoon,Cancelled
South Korea Air,3611,Doha,New York,Morning,Morning,Delayed
South Korea Air,7489,Rome,New York,Afternoon,Afternoon,On Time
Kuwait Airways,5672,Dubai,London,Afternoon,Afternoon,On Time
South Korea Air,7246,Paris,Madrid,Morning,Afternoon,On Time
Air Algerie,857,Berlin,Sydney,Night,Morning,On Time
Delta Airlines,8201,Berlin,Sydney,Night,Night,On Time
American Airlines,906,London,Rome,Evening,Evening,Cancelled
British Airways,9728,New York,Tokyo,Night,Night,On Time
American Airlines,7705,Berlin,Doha,Morning,Night,Delayed
Japan Airlines,396,Madrid,Berlin,Night,Afternoon,Cancelled
Air Algerie,3174,London,London,Night,Evening,On Time
Swiss International Air Lines,2234,Rome,Tokyo,Evening,Night,Delayed
Turkish Airlines,5038,London,Madrid,Afternoon,Evening,On Time
Swiss International Air Lines,9670,Madrid,Rome,Evening,Morning,Delayed
Qatar Airways,8115,Madrid,Sydney,Night,Evening,On Time
ITA Airways,2995,Rome,New York,Night,Morning,On Time
Swiss International Air Lines,6117,Doha,Doha,Evening,Evening,Cancelled
Emirates,2001,Paris,Doha,Afternoon,Afternoon,On Time
Emirates,7779,Madrid,Dubai,Afternoon,Night,Delayed
South Korea Air,2472,Dubai,Doha,Morning,Afternoon,Cancelled
British Airways,9764,Berlin,Tokyo,Afternoon,Morning,Delayed
Japan Airlines,7392,Tokyo,Rome,Evening,Night,Delayed
Swiss International Air Lines,1241,Sydney,Paris,Afternoon,Evening,Delayed
Swiss International Air Lines,6775,Paris,Paris,Night,Night,Cancelled
ITA Airways,1407,Tokyo,Rome,Morning,Afternoon,Delayed
ITA Airways,2632,Dubai,Tokyo,Afternoon,Night,Delayed
Saudi Arabian Airlines,5783,New York,Berlin,Night,Night,On Time
Delta Airlines,1279,Madrid,Dubai,Evening,Evening,Delayed
American Airlines,2054,London,London,Evening,Evening,Cancelled
ANA,5859,Paris,Doha,Morning,Evening,On Time
Emirates,8445,Rome,Madrid,Morning,Morning,Delayed
Japan Airlines,8676,Paris,Sydney,Night,Evening,Delayed
Turkish Airlines,2758,London,Paris,Evening,Morning,Cancelled
British Airways,395,Berlin,Sydney,Evening,Afternoon,Delayed
ANA,9135,Sydney,New York,Night,Morning,Cancelled
American Airlines,6361,Berlin,Paris,Evening,Afternoon,Cancelled
Swiss International Air Lines,3761,Doha,Tokyo,Afternoon,Evening,Delayed
Swiss International Air Lines,1380,Doha,Tokyo,Afternoon,Afternoon,On Time
British Airways,7871,Rome,Berlin,Night,Morning,On Time
Delta Airlines,7704,Berlin,Tokyo,Morning,Afternoon,Delayed
Etihad Airways,8221,Madrid,Berlin,Evening,Evening,Cancelled
ITA Airways,7682,Madrid,Rome,Afternoon,Night,Delayed
British Airways,4698,Paris,Doha,Afternoon,Afternoon,On Time
Saudi Arabian Airlines,534,Madrid,Sydney,Night,Afternoon,Cancelled
Etihad Airways,395,London,Berlin,Afternoon,Night,On Time
American Airlines,3360,Paris,Sydney,Night,Night,On Time
ITA Airways,1343,Rome,Doha,Morning,Morning,Delayed
ITA Airways,7185,London,Berlin,Afternoon,Evening,On Time
Lufthansa,5074,Madrid,Rome,Night,Evening,On Time
ANA,9380,Berlin,London,Evening,Evening,Delayed
Air Algerie,323,Rome,Rome,Afternoon,Morning,Delayed
Turkish Airlines,4854,New York,Doha,Morning,Night,On Time
Japan Airlines,3394,New York,Rome,Evening,Evening,Cancelled
Kuwait Airways,4190,Doha,Madrid,Afternoon,Evening,On Time
ITA Airways,3515,Sydney,Dubai,Evening,Evening,Delayed
Delta Airlines,288,Rome,Dubai,Afternoon,Morning,Delayed
Japan Airlines,1144,Madrid,New York,Afternoon,Morning,Cancelled
ANA,7987,Madrid,Doha,Morning,Night,Cancelled
British Airways,7775,Sydney,Paris,Afternoon,Afternoon,On Time
Etihad Airways,6763,Doha,Berlin,Night,Afternoon,Delayed
Emirates,5198,Madrid,Madrid,Evening,Night,On Time
Emirates,4186,London,Sydney,Morning,Night,On Time
Qatar Airways,9667,Sydney,Madrid,Morning,Morning,On Time
Qatar Airways,5600,Tokyo,Paris,Night,Morning,Delayed
Emirates,2525,Rome,London,Afternoon,Evening,Delayed
Air Algerie,9557,Rome,Paris,Afternoon,Afternoon,Cancelled
Japan Airlines,5453,Madrid,Dubai,Morning,Afternoon,Cancelled
Saudi Arabian Airlines,6570,Berlin,New York,Morning,Night,Cancelled
Lufthansa,5780,Tokyo,Dubai,Night,Night,Delayed
Emirates,6077,Dubai,New York,Evening,Night,Cancelled
Saudi Arabian Airlines,9330,Paris,New York,Night,Afternoon,On Time
American Airlines,8121,Rome,Berlin,Morning,Morning,On Time
Air Algerie,1510,Madrid,Paris,Evening,Night,Cancelled
Emirates,1428,London,Madrid,Morning,Morning,Cancelled
South Korea Air,5210,Dubai,Madrid,Evening,Afternoon,Cancelled
Swiss International Air Lines,2139,Tokyo,Rome,Morning,Evening,Delayed
Turkish Airlines,289,Doha,Dubai,Evening,Night,Cancelled
Swiss International Air Lines,4446,Tokyo,London,Morning,Evening,Delayed
Saudi Arabian Airlines,7730,Dubai,Doha,Afternoon,Afternoon,Delayed
British Airways,4997,Sydney,Rome,Evening,Evening,On Time
American Airlines,596,Paris,Doha,Night,Afternoon,On Time
Japan Airlines,4837,Madrid,Rome,Night,Night,Cancelled
Lufthansa,8433,Tokyo,New York,Night,Afternoon,Delayed
British Airways,2494,Doha,Doha,Afternoon,Afternoon,Delayed
ANA,6501,London,New York,Afternoon,Afternoon,On Time
ANA,9679,Doha,Sydney,Morning,Evening,On Time
Emirates,2971,Berlin,Madrid,Night,Night,On Time
British Airways,5761,Dubai,Dubai,Afternoon,Afternoon,On Time
Delta Airlines,9264,Rome,London,Night,Afternoon,Cancelled
Qatar Airways,7089,Tokyo,New York,Evening,Evening,Delayed
Kuwait Airways,1154,Doha,Rome,Afternoon,Afternoon,Delayed
British Airways,7697,Sydney,Sydney,Night,Evening,Cancelled
Delta Airlines,4214,Doha,Madrid,Morning,Morning,Delayed
Saudi Arabian Airlines,5259,Doha,Doha,Night,Morning,On Time
ITA Airways,7611,Tokyo,London,Afternoon,Evening,On Time
Turkish Airlines,577,Dubai,New York,Morning,Morning,Delayed
Emirates,7400,London,Doha,Night,Afternoon,On Time
Delta Airlines,289,Doha,Berlin,Afternoon,Evening,On Time
Saudi Arabian Airlines,8012,Madrid,Sydney,Night,Morning,Delayed
Air Algerie,3945,Madrid,Doha,Morning,Evening,Delayed
Etihad Airways,8420,Berlin,London,Evening,Night,Delayed
American Airlines,5701,New York,New York,Morning,Morning,On Time
ANA,4400,Dubai,Dubai,Evening,Night,Cancelled
Emirates,6014,Dubai,Sydney,Afternoon,Night,Delayed
Kuwait Airways,6244,Sydney,Rome,Night,Morning,Delayed
South Korea Air,4110,Berlin,Paris,Night,Afternoon,Cancelled
Japan Airlines,3681,Sydney,Dubai,Afternoon,Afternoon,Cancelled
Lufthansa,7524,Sydney,London,Morning,Evening,Cancelled
British Airways,7549,Madrid,Tokyo,Night,Morning,Delayed
Etihad Airways,8863,London,Tokyo,Afternoon,Morning,On Time
Saudi Arabian Airlines,4459,Tokyo,Sydney,Morning,Afternoon,Cancelled
Turkish Airlines,7326,Dubai,Madrid,Evening,Afternoon,Cancelled
British Airways,9830,Madrid,Tokyo,Afternoon,Afternoon,Cancelled
Qatar Airways,5011,Sydney,Berlin,Evening,Morning,Delayed
Delta Airlines,6054,London,Berlin,Morning,Night,Cancelled
British Airways,4568,Madrid,Rome,Morning,Afternoon,On Time
Kuwait Airways,268,London,Sydney,Night,Evening,On Time
Emirates,4008,Berlin,Sydney,Night,Morning,Cancelled
American Airlines,4061,Berlin,London,Morning,Night,On Time
Turkish Airlines,9355,Paris,Rome,Evening,Morning,Cancelled
ANA,610,Madrid,Dubai,Evening,Afternoon,On Time
Turkish Airlines,1392,Madrid,Paris,Morning,Evening,Delayed
Turkish Airlines,7073,New York,Madrid,Morning,Night,On Time
Air Algerie,7343,Doha,Madrid,Morning,Night,On Time
American Airlines,6197,Doha,Doha,Afternoon,Morning,Cancelled
Turkish Airlines,7601,London,Madrid,Afternoon,Morning,Delayed
ITA Airways,6921,Sydney,Tokyo,Morning,Morning,Delayed
Delta Airlines,8939,Madrid,Rome,Afternoon,Afternoon,Cancelled
Japan Airlines,7231,Tokyo,Doha,Afternoon,Evening,Cancelled
Swiss International Air Lines,2839,Doha,Tokyo,Evening,Afternoon,Delayed
Delta Airlines,9875,Berlin,Doha,Morning,Night,On Time
American Airlines,7323,Sydney,Dubai,Morning,Evening,Delayed
South Korea Air,2230,Sydney,Sydney,Afternoon,Afternoon,On Time
Qatar Airways,7270,Dubai,New York,Night,Night,On Time
Lufthansa,773,Dubai,Paris,Afternoon,Morning,On Time
Qatar Airways,817,Doha,Paris,Morning,Night,Delayed
British Airways,843,London,London,Night,Morning,On Time
Swiss International Air Lines,3949,London,Madrid,Evening,Night,On Time
British Airways,1634,Doha,Paris,Afternoon,Night,Delayed
Japan Airlines,215,Doha,Tokyo,Evening,Evening,Cancelled
ITA Airways,2687,Paris,Rome,Afternoon,Afternoon,Cancelled
Qatar Airways,1817,Rome,Sydney,Evening,Morning,Cancelled
Delta Airlines,804,Tokyo,Madrid,Evening,Morning,On Time
Japan Airlines,1826,Berlin,Paris,Night,Morning,On Time
Japan Airlines,3664,Madrid,Madrid,Evening,Morning,Cancelled
Turkish Airlines,2510,London,Sydney,Evening,Afternoon,Cancelled
British Airways,1472,Dubai,Rome,Morning,Evening,Delayed
Turkish Airlines,2971,Tokyo,Dubai,Afternoon,Afternoon,On Time
South Korea Air,7666,Madrid,Rome,Night,Night,On Time
Kuwait Airways,8786,London,Sydney,Afternoon,Afternoon,Delayed
Swiss International Air Lines,8170,Madrid,Berlin,Afternoon,Afternoon,On Time
British Airways,6116,Paris,Berlin,Morning,Afternoon,Delayed
Air Algerie,5191,London,Sydney,Night,Night,Cancelled
British Airways,1831,Rome,Berlin,Morning,Afternoon,Cancelled
ITA Airways,7618,Tokyo,Berlin,Afternoon,Evening,On Time
Turkish Airlines,4576,Paris,Doha,Night,Morning,Cancelled
Etihad Airways,7646,Tokyo,Berlin,Evening,Evening,Cancelled
Lufthansa,8553,Sydney,Tokyo,Afternoon,Night,On Time
South Korea Air,8564,New York,Dubai,Evening,Morning,On Time
Etihad Airways,6514,Paris,New York,Night,Night,Delayed
American Airlines,1749,Sydney,Madrid,Morning,Night,Delayed
Kuwait Airways,516,Doha,Dubai,Afternoon,Night,Delayed
South Korea Air,220,London,Paris,Night,Evening,Cancelled
Japan Airlines,3715,Paris,London,Morning,Afternoon,Delayed
British Airways,2706,New York,London,Afternoon,Night,Delayed
American Airlines,669,Sydney,Doha,Evening,Evening,On Time
Swiss International Air Lines,1393,London,Madrid,Evening,Morning,Delayed
Qatar Airways,4770,Berlin,Sydney,Afternoon,Night,Delayed
Air Algerie,7507,Madrid,Sydney,Night,Afternoon,Delayed
ANA,4173,Madrid,Tokyo,Evening,Morning,Delayed
British Airways,1265,Madrid,Tokyo,Morning,Night,On Time
ANA,9688,Sydney,New York,Afternoon,Afternoon,Cancelled
Saudi Arabian Airlines,4549,Sydney,New York,Morning,Morning,Cancelled
Qatar Airways,2026,London,New York,Morning,Morning,Delayed
Kuwait Airways,9456,Paris,New York,Evening,Morning,On Time
Swiss International Air Lines,4629,Berlin,Paris,Afternoon,Morning,Delayed
ITA Airways,3240,Doha,London,Evening,Evening,Cancelled
American Airlines,688,Madrid,Rome,Morning,Afternoon,Cancelled
Kuwait Airways,9626,Rome,Berlin,Morning,Afternoon,Delayed
Turkish Airlines,1011,Sydney,New York,Afternoon,Afternoon,On Time
Etihad Airways,2374,Tokyo,London,Night,Afternoon,Delayed
Swiss International Air Lines,5359,Paris,Dubai,Afternoon,Evening,Delayed
Delta Airlines,681,Doha,Rome,Night,Evening,On Time
Swiss International Air Lines,4554,New York,Dubai,Morning,Morning,Cancelled
British Airways,8894,Sydney,Paris,Afternoon,Morning,Delayed
Saudi Arabian Airlines,4180,Rome,New York,Night,Evening,Cancelled
Turkish Airlines,675,Sydney,New York,Night,Evening,Cancelled
Delta Airlines,9226,Paris,London,Night,Evening,Cancelled
ANA,3604,Paris,Dubai,Night,Afternoon,On Time
British Airways,2886,Doha,London,Morning,Morning,Delayed
Kuwait Airways,1631,London,Paris,Afternoon,Evening,Cancelled
American Airlines,5011,London,Dubai,Night,Afternoon,Cancelled
Air Algerie,361,Paris,Paris,Night,Evening,On Time
ITA Airways,9205,Dubai,Madrid,Evening,Night,Cancelled
Emirates,9095,Dubai,Sydney,Afternoon,Morning,Delayed
Delta Airlines,1639,Tokyo,Berlin,Afternoon,Night,Delayed
American Airlines,804,Paris,Dubai,Night,Night,On Time
Japan Airlines,3552,Berlin,Tokyo,Morning,Morning,Cancelled
Emirates,1810,Berlin,Doha,Evening,Night,On Time
Kuwait Airways,5316,New York,Madrid,Night,Evening,On Time
Kuwait Airways,7482,London,Doha,Night,Afternoon,Cancelled
Emirates,7868,Tokyo,Berlin,Afternoon,Morning,On Time
American Airlines,4831,New York,Dubai,Evening,Afternoon,On Time
Swiss International Air Lines,6793,Dubai,Berlin,Afternoon,Night,Delayed
British Airways,6833,Berlin,Berlin,Morning,Morning,Cancelled
ITA Airways,9645,Doha,New York,Night,Night,On Time
Swiss International Air Lines,1971,Sydney,London,Night,Night,Cancelled
American Airlines,3301,London,Dubai,Afternoon,Evening,Cancelled
American Airlines,9471,Paris,Dubai,Evening,Afternoon,Delayed
Qatar Airways,3615,Sydney,London,Afternoon,Night,On Time
Swiss International Air Lines,2188,New York,Dubai,Morning,Evening,Delayed
Qatar Airways,3181,Madrid,Madrid,Afternoon,Night,On Time
Qatar Airways,6394,Doha,Madrid,Evening,Morning,Delayed
American Airlines,7254,Madrid,Berlin,Evening,Evening,On Time
Delta Airlines,2158,Berlin,Tokyo,Morning,Morning,On Time
Turkish Airlines,4592,Berlin,Madrid,Morning,Evening,Cancelled
ITA Airways,6915,Madrid,Tokyo,Night,Morning,Cancelled
Air Algerie,7225,Madrid,Sydney,Afternoon,Afternoon,Cancelled
British Airways,6595,Madrid,New York,Afternoon,Morning,Cancelled
Saudi Arabian Airlines,5170,Berlin,Sydney,Evening,Afternoon,Delayed
Swiss International Air Lines,4891,Berlin,Sydney,Evening,Evening,Cancelled
British Airways,1955,Madrid,Madrid,Evening,Morning,Cancelled
Qatar Airways,3643,Madrid,London,Evening,Afternoon,On Time
Saudi Arabian Airlines,6390,Berlin,Madrid,Night,Morning,Delayed
Saudi Arabian Airlines,8902,Berlin,Madrid,Afternoon,Morning,Delayed
Swiss International Air Lines,728,Doha,Doha,Night,Morning,On Time
Kuwait Airways,1123,Paris,New York,Afternoon,Morning,Delayed
Air Algerie,1065,Berlin,Rome,Evening,Evening,Cancelled
Lufthansa,3211,Doha,Sydney,Afternoon,Morning,On Time
ANA,7317,London,Madrid,Morning,Night,On Time
ITA Airways,3880,Dubai,Paris,Morning,Afternoon,On Time
Air Algerie,7104,Madrid,Doha,Night,Night,On Time
ITA Airways,7831,Berlin,Berlin,Evening,Evening,On Time
Swiss International Air Lines,7416,Dubai,Berlin,Night,Afternoon,On Time
American Airlines,3538,Dubai,Sydney,Night,Night,Delayed
Swiss International Air Lines,6294,London,Dubai,Morning,Evening,Cancelled
Turkish Airlines,1124,Paris,Tokyo,Afternoon,Night,On Time
ITA Airways,6277,Madrid,Madrid,Afternoon,Morning,Cancelled
Kuwait Airways,6177,Sydney,Sydney,Morning,Evening,Cancelled
